target,text
2885,mohon berkenan menunggu kak bantu priroritaskan pengirimannya harap paketnya alamat tujuan terima kasih 
2886,min cek dm 
2887,menelepon 
2888,kak mohon maaf mohon kirimkan identitas dm kak terima kasih 
2889,pokoknya difollowup dipercepat 
2890,nama gion alamat kp kaum rw dayeuhkolot telepon 
2891,hai kak mohon kirimkan identitas dm kak terima kasih ag 
2892,kak bantu nama actual alamat lengkap patokan penerima telepon dihubungi bantu buatkan pelaporan kak terimakasih ag 
2893,kak tidak menutup paket diterima cepat batas estimasi diberikan terima kasih 
2894,kakak mohon maaf data system paket dalam proses pengiriman estimasi pengiriman nya kerja mohon ditunggu proses pengiriman nya estimasi kakak tanggal terima kasih 
2895,hai kak fachmi terimakasih menghubungi bantu kak terima kasih 
2896,bandung selatan gudang nya ambil lambat pengiriman nya 
2897,paket dibalikin gudang gabisa ngehubungi nomer penerima 
2898,anggota polsek telagasari aiptu asep bripka naan melaksanakn giat patroli rutin antisipasi kriminalitas malam 
2899,pengiriman tulis review produk menghimbau menggunakan pengiriman menggunakan tidak tindakan cc 
2900,mohon dipercepat follow up kakak customer capek nunggunya terima kasih 
2901,halo kak mohon maaf ketidaknyamanan perihal dibantu informasikan nomor resi nya diketik manual mempercepat proses pengecekkan paketnya kak terima kasih agent 
2902,pickup paket kerumah cepat j amp t deh 
2903,pakai kurir anteraja rumah ku pagi under jam nganterin 
2904,ga enaknya pakai tuh kasih ancer ancer kurirnya kurirnya familiar kurir sebutin 
2905,hai kak data sistem follow up tim terkait mohon kesediannya menunggu nomor telepon aktif kak terimakasih 
2906,tertahan dimedan buyer menunggu mohon difollow up kakak terima kasih 
2907,kak dibantu infokan nomor resinya diketik manual kakak nomor resi diawali digid tunggu konfirmasinya terimakasih 
2908,hai kakak pagi hamid ekspres kendala kakak alami diinfo nomor resi manual nya kakak 
2909,marketplace tokopedia 
2910,hai kak mohon maaf kak pick up marketplace online shop kak terima kasih 
2911,hai kak paket lakukan pergantiannya tokopedia kak kakak konfirmasi tokopedia terimakasih 
2912,halo min request pick up barang kabar 
2913,paket hilang berbulan smpe skrng ga diganti gmna min 
2914,katalog harga cemilansiap cod sekitaran mustika jaya setu jatimulya pasar btgsiap paket via jabodetabek 
2915,halo min telfon masuk pas telfon ga terhubung paket 
2916,namanya kilat wkk 
2917,kak terimakasih bantu kakak 
2918,kak mealkukan pencarian gerai terdekat dilokasi kakak ekspres tangerang pinang berlokasi jl kh hasyim ashari rumah toko buana gardenia blok a pinang kecamatan pinang kota tangerang kak terima kasih 
2919,oke kak terimakasih 
2920,hai kak status paket kakak cek dipickup tim operasional tanggal mohon kesediaan kakak menunggu x jam perubahan status pengiriman terima kasih 
2921,pick up mohon follow up 
2922,kakak lakukan pengecekan tim operasional kemalaman pick up paket tsb dalam proses antrian pickup kakak mohon berkenan menunggu proses update annya x jam kakak terima kasih ag 
2923,kak terima kasih menghubungi ekspres selamat pagi selamat beraktifitas 
2924,anggota polsek telagasari aiptu asep bripka naan melaksanakn giat patroli rutin antisipasi kriminalitas malam kontrol kantor telagasari pesan keamanan ketertiban masyarakat karyawan ingatkan terkait ppkm m 
2925,penerima kak 
2926,tidakk kak mungkin paham terimakasih 
2927,kak bantu kak terimakasih 
2928,cepat banget dikirim semalem on way jalan rumah 
2929,kakk terimakasih 
2930,kak mohon dibantu infokan wilayah kecamatan tangerang nya kak bantu carikan gerai terdekatnya kak terima kasih 
2931,pagi kak rikki cek dalam estimasi pick up mohon kesediaanya kakak menunggu prosesnya dalam x jam kakak melakukan pick up semoga paketnya dipick up terima kasih 
2932,hai kak selamat pagi devi informasikan kakak pengirim penerima kak terima kasih 
2933,min seller shopee kirim paket halu drop counter kan lokasi tangerang 
2934,pagi admin pick up kerumah diambil kerumah pakai pickup rada bingung resinya mohon dibantu 
2935,tidak ninja antaraja 
2936,hallo paket gagal pick up not enough time maksudnya resi 
2937,hai kakak mohon maaf perihal paket pengantaran kendala diinternal mohon berkenan menunggu informasi kakak terima kasih agent 
2938,halu sih nder beneran cepat banget curiga nganternya pakai buroq 
2939,maaf paketan resi tidak dikirim kirim dibalikin smi 
2940,wow keren siang order barang sorenya pickup sore diambil komplain cepat ditindaklanjuti barusan ditelp on way jalan rumahku wow super cepat hebat keren penanganannya 
2941,cek dm lur 
2942,benar paket jelambar nyampe jam sore keren banget deh 
2943,pelajari syarat aktivasi pastikan kakak melakukan pinpoint lokasi toko syarat terpenuhi tanda centang berwarna hijau klik aktifkan bebas ongkos kirim aktivasi fitur bebas ongkos kirim kurir anteraja 
2944,hallo kakak nabil mohon maaf ketidaknyamanannya dalam proses pengiriman kak mohon berkenan menunggu pastikan telepon aktif kak terima kasih agent 
2945,cek dm min 
2946,hai kak rikki perihal kendalanya diinfokan nomor resi pengirimannya dm kak terima kasih 
2947,pagi paket resi sortation kota dr tanggal mei proses pengantaran paket setelahnya resi kurir pengantaran 
2948,gini min pekalongan keluar jakarta 
2949,dm 
2950,hai kak selamat pagi deninta cs ekspres kakak mohon maaf ketidaknyamanan diinfokan alamat lengkap tujuan paket nomor telfon dihubungi dm kakak terima kasih ag 
2951,min nomer resi statusnya delivered nerima 
2952,kakak terima kasih infonya mempermudah proses pengiriman mohon informasikan data data dm kaalamat lengkap penerima nama penerima nomor telepon penerima terima kasih 
2953,hai kak rini bnatu cek paket kakak paket keluar semarang semarang sortation mohon tunggu kak proses pengirimannya terima kasih 
2954,penerima nama nadia 
2955,hai kak ekspres yogi mohon maaf kakak penerima pengirim nama terima kasih 
2956,keluar semarang 
2957,jual album teman ku binn bantu ikutan pusing 
2958,sumpah takut banget bajunya sdgkan fck banget pakai bulol ah nya pke gini 
2959,pakettt 
2960,cek dm min 
2961,hallo kak agustin mohon maaf ketidak nyamanannya perihal paket kakak paket kakak dalam estimasi pengiriman kak pengirima kerja terima kasih 
2962,hai kak selamat pagi deninta cs ekspres kakak lakukan pengecekan dalam proses antrian pickup kakak mohon berkenan menunggu proses update annya x jam kakak terima kasih ag 
2963,hai kak dika informasi nomor resinya kak lakukan pengecekan terima kasih 
2964,kakak mohon maaf tidak nyamanan nya kakak maksimalkan proses pengiriman nya mohon ditunggu proses pengiriman nya kakak pastikan nomor telepon penerima aktif terima kasih 
2965,follow up min paket buru dipake 
2966,hai kak paket nomor resi mengikuti pengantaran kendala internal maka kirimkan paket secepatnya mohon tunggu x jam kedepan terimakasih agent 
2967,hai min paketku nyampe dibantu pertanggungjawaban 
2968,admin cek resi estimasi tanggal tanggal paket penerima 
2969,hai kakak intan mohon maaf ketidaknyamanan proses investigasi mohon informasi detail nama penerima alamat lengkap beserta patokan nya kakak telepon dihubungi mellaui dm terima kasih 
2970,kak dm kak terimakasih 
2971,pickup min 
2972,hallo paket status delivery terima gimanasi 
2973,pagi kak paket kota tujuan dikirim alamat mohon bantuannya resinya 
2974,hai kak paket dalam proses pengiriman estimasi kerja terhitung h paket gerai tidak mohon ditunggu kak bantu maksimalkan pengiriman nya terima kasih 
2975,hai kak data system paket dalam proses pengiriman estimasi pengiriman nya kerja estimasi terakhirnya ditanggal yah kakak tidak terhitung estimasi yah kakak mohon ditunggu kak terimakasih 
2976,resi nomor estimasi tanggal paket progress diajak keliling sidoarjo 
2977,kak 
2978,hai kak mohon informasikan nomor resinya bantu pengecekan kak terima kasih 
2979,
2980,kakak paket drop gerai terdekat kakak 
2981,saranin pipa poster aman pakai sicepatsoalnya kejadian x hilang konfirmasi buyer 
2982,masalahnya barang elektronik takut 
2983,estimasi tanggal jam tidak perubahan pergerakan 
2984,pengirim johanesnasrul surabaya penerima tri septa laksono jember 
2985,pakai ninja tidak segitu sih males belanja 
2986,kakak mohon maaf bantu infokan kakak sari pengirim penerima kakak terima kasih 
2987,min mohon cek resi nomor tanggal mei status picreqpadahal surabaya jember ampun katanya si cepat mohon tindak min terima kasih 
2988,wts want to sellworldwide shipping a poster eachpostcard kalbum poster yogyakarta shopeepay bri paypal baht bangkok bank co shopeeshopee j amp t manual lionparcel id worldwide pos ragu dm 
2989,kakak mohon berkenan menunggub proses pengirimannya batas estimasi ditentukan kakak terima kasih 
2990,saranin pipa poster aman pakai sicepatsoalnya kejadian x hilang konfirmasi buyer 
2991,estimasi tanggal tanggal mlm 
2992,hai kak mohon maaf ketidaknyamanan tsb terimakasih informasi kritik sarannya jadikan bahan evaluasi kualitas pelayanan yah kak terima kasih 
2993,mff jmt lebi suka si 
2994,saranin pipa poster aman pakai sicepatsoalnya kejadian x hilang konfirmasi buyer 
2995,hai kakak dudy libur nasional pengiriman berjalan kakak tidak tehitung estimasi kakak terimakasih 
2996,saranin pipa poster aman pakai sicepatsoalnya kejadian x hilang konfirmasi buyer 
2997,min paket ku tanggal sampenya pas tanggal merah tidak pengiriman 
2998,wts id card hendery price exc packing dom bekasi shopee manual amp tokped tet 
2999,bersedih senderaku kena case poster hilang j amp t alhamdulillah semoga selepas tidak uang kurir pick up berpesan potong ga lupa berikan fragile memanjang 
3000,kakak paket dalam pegiriman kendal patebon mohon berkenan menunggu terima kasih 
3001,resi keterangannya keluar semarang sortir stuck jam lokasi pengiriman alamat 
3002,kakak perihal paket mohon ditunggu proses pick upnya x jam request pick up kakak terima kasih 
3003,emg reneb live up to its nama anjing milih reguler banget checkoutnya sore bsknya nyampe anying benar cepatkurang sih diacungin jempol doang acungin pakai jari punyaaa tertawa 
3004,saranin pipa poster aman pakai sicepatsoalnya kejadian x hilang konfirmasi buyer 
3005,hai minatas resi nomer pick up min terima kasih 
3006,ahh pipis ah secepat 
3007,pengalaman pahit paket terlambat tidak kejelasan alasan hold paket ganti kurir nya pakai mikit x 
3008,saranin pipa poster aman pakai sicepatsoalnya kejadian x hilang konfirmasi buyer 
3009,hallo kakak selamat malam yogi prasetya bantu kakak chek paket chek paket terkendala mohon kakak kirimkan nomor resi paketnya kak terima kasih 
3010,hallo kakak paket dalam proses pengiriman kota tujuan estimasi pengirimannya kerja tidak dihitung kak terima kasih 
3011,permisi kakak paket dng resi yaa tanggal estimasi mohon solusinya 
3012,saranin pipa poster aman pakai sicepatsoalnya kejadian x hilang konfirmasi buyer 
3013,jam malam notif barang barusan satuan pengamanan ga kurir nganter nitip barang 
3014,alasan jasa kurir terbaik 
3015,kakak bantu maksimalkan kakak mohon kesediannya menunggu kak terima kasih ag 
3016,saranin pipa poster aman pakai sicepatsoalnya kejadian x hilang konfirmasi buyer 
3017,wts want to sellworldwide shipping price offer damage dikit damage bintik yogyakarta shopeepay bri p 
3018,kakak mohon konfirmasi pengirim melakukan request pick up marketplace terkait kak otomatis team kurir melakukan proses penjemputan paket terima kasih 
3019,saranin pipa poster aman pakai sicepatsoalnya kejadian x hilang konfirmasi buyer 
3020,hai kak umaya bantu 
3021,tuh beneran cepat yaa seneng 
3022,si lambat mah 
3023,gila emg beneran cepat sih ga semalem cuy nganter paketnya kasian abang kurirnya kasian deh terlanjur bosan ditelfon salam amp pemberitahuan keluar rumah pdhl dikunci feel bad terima kasih masuk rumah 
3024,aduh kurirnya ga banget kecewa banget pakai ga deh bye 
3025,kurir tu mas pakai subsidi ongkos kirim yaudaa wkwk 
3026,kakak informasi kakak menghubungi channel sediakan email customer care com call center line wa tindaklanjuti terima kasih 
3027,kakak paketnya diterima dalam keadaan kakak terima kasih ag 
3028,ganti si mas orangnya 
3029,mbak setauku memang kurirnya pegang area mbak kurir pegang area luasnya hampir kecamatan istirahat ishoma ketemu kurir warung kopi area sidoarjo sabar mbak 
3030,dm respon 
3031,tumben benar tidak cepat semarang weleri doang 
3032,kak 
3033,dm kak 
3034,kakak kendala kakak bantu buatkan pelaporannya proses investigasi kak mohon kakak melampirkan telpon alternatif hubungi bantu dm kakak terima kasih 
3035,min status diterima nerima dirumah seharian kayaknya kurir salah kirim nomor resi nya 
3036,kakak mohon berkenan menunggub proses pengirimannya batas estimasi ditentukan kakak terima kasih 
3037,mohon ditunggu kak maksimalkan prosesnya terima kasih 
3038,kota tujuan sih jaksel 
3039,bukanya penjadwalan pickup 
3040,
3041,agak trauma pakai 
3042,saranin pipa poster aman pakai sicepatsoalnya kejadian x hilang konfirmasi buyer 
3043,hai kak paket kakak dalam proses antrian pickup yah kak mohon ditungg proses pickupnya terimakasih 
3044,kak terima kasih 
3045,
3046,ku kira paketku doang nulis status trnyata hobby nulis status paket dipickup kurir tunggu ga seenaknya bkin status paket gagal pickup barang not ready anjim emg 
3047,hai kak ekspres maria perihal bantu kak terimakasih 
3048,ngirim pakai jam pagi habis magrib tujuan gila sih asli 
3049,besok besok pakai aman ga kena potong 
3050,habis ujan ujanan kakak rara 
3051,teman pakai pipa posternya hilang kerumah albumnya doang pas disamperin ekspedisinya tuh poster pipanya kebuka ngeselinn 
3052,gilasi beneran cepat banget kirim malam sore nyampe 
3053,kakak mempermudah pengecekan mohon menginformasikan nomor resi nya ketik manual tidak kesalahan dalam proses input kakak terima kasih menghubungi ekspres 
3054,hai kakak malam hamid ekspres kendala kakak alami diinfo nomor resi manual nya kakak 
3055,pas h ngirim poster mas kasih duit rokok 
3056,paketan ngapa ga pickup sih 
3057,aaa iyaa bilang pakai amann thank you yaa 
3058,ga mengerti durasi pengirimannya 
3059,hai kakak berdassarkan nomro laporan wa investigasinya fu cctv paket masuk keluar kakak pengiriman bantu informasi keteam ops dimaksimalkan prosesnya mohon menunggu aktifkan nomor telpon nya terima kasih 
3060,semoga sehat lancar rezeki mas mas kurir 
3061,hai kak mempermudah melakukan proses pengecekkan dibantu resi kakak maksud kakak informasi dm kak terima kasih 
3062,gamau pakai korbannya pakai aman aman sih semoga gada kejadian gaenak kayak gini 
3063,tumben banget 
3064,aneh ketumpukan resi coba wa lgs nya ajaa 
3065,hai kak nomor resi tsb informasi paket tsb diterima sanjay su ist suami istri tanggal ditunggu konfirmasinya dalam x jam barang diterima terima kasih 
3066,min pesan paket tokopedia diantar si gesit tulisannya pesanan diterima terima barangnya 
3067,cah kirim paket pakai reguler kediri jakarta kira barang nyampe kirim kamis deh 
3068,ngilangin poster jugaa 
3069,kak bantu 
3070,kak perihal resi tsb data sistem pengirim seller memilih metodenya drop kakak mohon berkenan konfirmasi pengirim melampirkan bukti drop tsb kak terima kasih 
